branch,day_of_week,hour,support_rows,slot_num_orders,branch_total_customer_rows_in_overlap,branch_total_num_orders_in_overlap,branch_staffed_slot_count,shape_weight_rows,shape_support_strength,shape_weight_num_orders,avg_sales_total_customers,avg_sales_delivery_customers,avg_sales_delivery_share,delivery_customer_profiles,delivery_num_orders,observed_profile_share,share_source,confidence,note,recent_revenue_month,recent_revenue,recent_revenue_share_staffed_branches,overlap_proxy_order_share,sales_to_proxy_gap_ratio,sales_calibration_multiplier,delivery_share_low,delivery_share_base,delivery_share_high,multiplier_low_demand,multiplier_base_demand,multiplier_high_demand,delivery_orders_est,total_orders_est_low,total_orders_est_base,total_orders_est_high
Conut Jnah,Sunday,21,1,1.0,166,192,111,0.006211180124223603,1.0,0.005208333333333333,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135
Conut Jnah,Sunday,22,1,1.0,166,192,111,0.006211180124223603,1.0,0.005208333333333333,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135
Conut Jnah,Thursday,0,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Thursday,8,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Thursday,9,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Thursday,10,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Thursday,11,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Thursday,12,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Thursday,13,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Thursday,14,1,1.0,166,192,111,0.006211180124223603,1.0,0.005208333333333333,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135
Conut Jnah,Thursday,15,2,2.0,166,192,111,0.012422360248447206,1.0,0.010416666666666666,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,2.3851,32.7423,49.1134,98.227
Conut Jnah,Thursday,16,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Thursday,17,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Thursday,18,3,3.0,166,192,111,0.018633540372670808,1.0,0.015625,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,3.5776,49.1135,73.67,147.3404
Conut Jnah,Thursday,19,1,1.0,166,192,111,0.006211180124223603,1.0,0.005208333333333333,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135
Conut Jnah,Thursday,20,4,5.0,166,192,111,0.02484472049689441,1.0,0.026041666666666668,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,4.7702,65.4846,98.2267,196.4539
Conut Jnah,Thursday,21,1,1.0,166,192,111,0.006211180124223603,1.0,0.005208333333333333,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135
Conut Jnah,Thursday,22,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Thursday,23,4,4.0,166,192,111,0.02484472049689441,1.0,0.020833333333333332,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,4.7702,65.4846,98.2267,196.4539
Conut Jnah,Tuesday,8,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Tuesday,9,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Tuesday,10,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Tuesday,11,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Tuesday,12,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Tuesday,13,2,2.0,166,192,111,0.012422360248447206,1.0,0.010416666666666666,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,2.3851,32.7423,49.1134,98.227
Conut Jnah,Tuesday,14,1,1.0,166,192,111,0.006211180124223603,1.0,0.005208333333333333,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135
Conut Jnah,Tuesday,15,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Tuesday,16,3,5.0,166,192,111,0.018633540372670808,1.0,0.026041666666666668,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,3.5776,49.1135,73.67,147.3404
Conut Jnah,Tuesday,17,3,3.0,166,192,111,0.018633540372670808,1.0,0.015625,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,3.5776,49.1135,73.67,147.3404
Conut Jnah,Tuesday,18,1,1.0,166,192,111,0.006211180124223603,1.0,0.005208333333333333,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135
Conut Jnah,Tuesday,19,7,8.0,166,192,111,0.043478260869565216,1.0,0.041666666666666664,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,8.3478,114.5981,171.8968,343.7944
Conut Jnah,Tuesday,20,7,9.0,166,192,111,0.043478260869565216,1.0,0.046875,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,8.3478,114.5981,171.8968,343.7944
Conut Jnah,Tuesday,21,5,7.0,166,192,111,0.031055900621118012,1.0,0.036458333333333336,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,5.9627,81.8558,122.7834,245.5674
Conut Jnah,Tuesday,22,6,6.0,166,192,111,0.037267080745341616,1.0,0.03125,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,7.1553,98.227,147.3401,294.6809
Conut Jnah,Tuesday,23,3,3.0,166,192,111,0.018633540372670808,1.0,0.015625,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,3.5776,49.1135,73.67,147.3404
Conut Jnah,Wednesday,0,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Wednesday,8,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Wednesday,9,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Wednesday,10,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Wednesday,11,1,1.0,166,192,111,0.006211180124223603,1.0,0.005208333333333333,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135
Conut Jnah,Wednesday,12,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Wednesday,13,1,1.0,166,192,111,0.006211180124223603,1.0,0.005208333333333333,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135
Conut Jnah,Wednesday,14,0,0.0,166,192,111,0.0,1.0,0.0,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,0.0,0.0,0.0,0.0
Conut Jnah,Wednesday,15,3,3.0,166,192,111,0.018633540372670808,1.0,0.015625,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,3.5776,49.1135,73.67,147.3404
Conut Jnah,Wednesday,16,1,1.0,166,192,111,0.006211180124223603,1.0,0.005208333333333333,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135
Conut Jnah,Wednesday,17,1,1.0,166,192,111,0.006211180124223603,1.0,0.005208333333333333,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135
Conut Jnah,Wednesday,18,1,1.0,166,192,111,0.006211180124223603,1.0,0.005208333333333333,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135
Conut Jnah,Wednesday,19,6,7.0,166,192,111,0.037267080745341616,1.0,0.036458333333333336,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,7.1553,98.227,147.3401,294.6809
Conut Jnah,Wednesday,20,4,4.0,166,192,111,0.02484472049689441,1.0,0.020833333333333332,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,4.7702,65.4846,98.2267,196.4539
Conut Jnah,Wednesday,21,4,8.0,166,192,111,0.02484472049689441,1.0,0.041666666666666664,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,4.7702,65.4846,98.2267,196.4539
Conut Jnah,Wednesday,22,3,3.0,166,192,111,0.018633540372670808,1.0,0.015625,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,3.5776,49.1135,73.67,147.3404
Conut Jnah,Wednesday,23,1,1.0,166,192,111,0.006211180124223603,1.0,0.005208333333333333,5045.0,0.0,0.0,245,293,0.048562933597621406,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row,2025-12-01,2878191130.49,0.412548,0.864865,0.477,1.0,0.024281,0.048563,0.072844,13.7279,20.5918,41.1837,1.1925,16.3712,24.5567,49.1135
Main Street Coffee,Friday,0,0,0.0,3,7,132,0.006896551724137931,0.25,0.0,3640.0,0.0,0.0,14,21,0.005,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row; sales uplift applied for underrepresented proxy demand,2025-12-01,3074216293.59,0.440646,0.031532,13.9748,3.5,0.005,0.005,0.0075,466.6667,700.0,700.0,0.0483,22.5287,33.7931,33.7931
Main Street Coffee,Friday,1,0,0.0,3,7,132,0.006896551724137931,0.25,0.0,3640.0,0.0,0.0,14,21,0.005,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row; sales uplift applied for underrepresented proxy demand,2025-12-01,3074216293.59,0.440646,0.031532,13.9748,3.5,0.005,0.005,0.0075,466.6667,700.0,700.0,0.0483,22.5287,33.7931,33.7931
Main Street Coffee,Friday,2,0,0.0,3,7,132,0.006896551724137931,0.25,0.0,3640.0,0.0,0.0,14,21,0.005,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row; sales uplift applied for underrepresented proxy demand,2025-12-01,3074216293.59,0.440646,0.031532,13.9748,3.5,0.005,0.005,0.0075,466.6667,700.0,700.0,0.0483,22.5287,33.7931,33.7931
Main Street Coffee,Friday,3,0,0.0,3,7,132,0.006896551724137931,0.25,0.0,3640.0,0.0,0.0,14,21,0.005,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row; sales uplift applied for underrepresented proxy demand,2025-12-01,3074216293.59,0.440646,0.031532,13.9748,3.5,0.005,0.005,0.0075,466.6667,700.0,700.0,0.0483,22.5287,33.7931,33.7931
Main Street Coffee,Friday,7,0,0.0,3,7,132,0.006896551724137931,0.25,0.0,3640.0,0.0,0.0,14,21,0.005,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row; sales uplift applied for underrepresented proxy demand,2025-12-01,3074216293.59,0.440646,0.031532,13.9748,3.5,0.005,0.005,0.0075,466.6667,700.0,700.0,0.0483,22.5287,33.7931,33.7931
Main Street Coffee,Friday,8,0,0.0,3,7,132,0.006896551724137931,0.25,0.0,3640.0,0.0,0.0,14,21,0.005,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row; sales uplift applied for underrepresented proxy demand,2025-12-01,3074216293.59,0.440646,0.031532,13.9748,3.5,0.005,0.005,0.0075,466.6667,700.0,700.0,0.0483,22.5287,33.7931,33.7931
Main Street Coffee,Friday,9,0,0.0,3,7,132,0.006896551724137931,0.25,0.0,3640.0,0.0,0.0,14,21,0.005,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row; sales uplift applied for underrepresented proxy demand,2025-12-01,3074216293.59,0.440646,0.031532,13.9748,3.5,0.005,0.005,0.0075,466.6667,700.0,700.0,0.0483,22.5287,33.7931,33.7931
Main Street Coffee,Friday,10,0,0.0,3,7,132,0.006896551724137931,0.25,0.0,3640.0,0.0,0.0,14,21,0.005,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row; sales uplift applied for underrepresented proxy demand,2025-12-01,3074216293.59,0.440646,0.031532,13.9748,3.5,0.005,0.005,0.0075,466.6667,700.0,700.0,0.0483,22.5287,33.7931,33.7931
Main Street Coffee,Friday,11,0,0.0,3,7,132,0.006896551724137931,0.25,0.0,3640.0,0.0,0.0,14,21,0.005,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row; sales uplift applied for underrepresented proxy demand,2025-12-01,3074216293.59,0.440646,0.031532,13.9748,3.5,0.005,0.005,0.0075,466.6667,700.0,700.0,0.0483,22.5287,33.7931,33.7931
Main Street Coffee,Friday,12,0,0.0,3,7,132,0.006896551724137931,0.25,0.0,3640.0,0.0,0.0,14,21,0.005,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row; sales uplift applied for underrepresented proxy demand,2025-12-01,3074216293.59,0.440646,0.031532,13.9748,3.5,0.005,0.005,0.0075,466.6667,700.0,700.0,0.0483,22.5287,33.7931,33.7931
Main Street Coffee,Friday,13,0,0.0,3,7,132,0.006896551724137931,0.25,0.0,3640.0,0.0,0.0,14,21,0.005,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row; sales uplift applied for underrepresented proxy demand,2025-12-01,3074216293.59,0.440646,0.031532,13.9748,3.5,0.005,0.005,0.0075,466.6667,700.0,700.0,0.0483,22.5287,33.7931,33.7931
Main Street Coffee,Friday,14,0,0.0,3,7,132,0.006896551724137931,0.25,0.0,3640.0,0.0,0.0,14,21,0.005,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row; sales uplift applied for underrepresented proxy demand,2025-12-01,3074216293.59,0.440646,0.031532,13.9748,3.5,0.005,0.005,0.0075,466.6667,700.0,700.0,0.0483,22.5287,33.7931,33.7931
Main Street Coffee,Friday,15,0,0.0,3,7,132,0.006896551724137931,0.25,0.0,3640.0,0.0,0.0,14,21,0.005,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row; sales uplift applied for underrepresented proxy demand,2025-12-01,3074216293.59,0.440646,0.031532,13.9748,3.5,0.005,0.005,0.0075,466.6667,700.0,700.0,0.0483,22.5287,33.7931,33.7931
Main Street Coffee,Friday,16,0,0.0,3,7,132,0.006896551724137931,0.25,0.0,3640.0,0.0,0.0,14,21,0.005,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row; sales uplift applied for underrepresented proxy demand,2025-12-01,3074216293.59,0.440646,0.031532,13.9748,3.5,0.005,0.005,0.0075,466.6667,700.0,700.0,0.0483,22.5287,33.7931,33.7931
Main Street Coffee,Friday,17,0,0.0,3,7,132,0.006896551724137931,0.25,0.0,3640.0,0.0,0.0,14,21,0.005,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row; sales uplift applied for underrepresented proxy demand,2025-12-01,3074216293.59,0.440646,0.031532,13.9748,3.5,0.005,0.005,0.0075,466.6667,700.0,700.0,0.0483,22.5287,33.7931,33.7931
Main Street Coffee,Friday,18,0,0.0,3,7,132,0.006896551724137931,0.25,0.0,3640.0,0.0,0.0,14,21,0.005,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row; sales uplift applied for underrepresented proxy demand,2025-12-01,3074216293.59,0.440646,0.031532,13.9748,3.5,0.005,0.005,0.0075,466.6667,700.0,700.0,0.0483,22.5287,33.7931,33.7931
Main Street Coffee,Friday,19,0,0.0,3,7,132,0.006896551724137931,0.25,0.0,3640.0,0.0,0.0,14,21,0.005,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row; sales uplift applied for underrepresented proxy demand,2025-12-01,3074216293.59,0.440646,0.031532,13.9748,3.5,0.005,0.005,0.0075,466.6667,700.0,700.0,0.0483,22.5287,33.7931,33.7931
Main Street Coffee,Friday,20,0,0.0,3,7,132,0.006896551724137931,0.25,0.0,3640.0,0.0,0.0,14,21,0.005,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row; sales uplift applied for underrepresented proxy demand,2025-12-01,3074216293.59,0.440646,0.031532,13.9748,3.5,0.005,0.005,0.0075,466.6667,700.0,700.0,0.0483,22.5287,33.7931,33.7931
Main Street Coffee,Friday,21,0,0.0,3,7,132,0.006896551724137931,0.25,0.0,3640.0,0.0,0.0,14,21,0.005,customer_orders_profile_share,low,delivery share inferred because avg_sales_menu has no delivery row; sales uplift applied for underrepresented proxy demand,2025-12-01,3074216293.59,0.440646,0.031532,13.9748,3.5,0.005,0.005,0.0075,466.6667,700.0,700.0,0.0483,22.5287,33.7931,33.7931
